id_evaluacion,id_dictado,puntaje_dictado,puntaje_contenido,valoracion_general
2626,703,3,3,5
2627,703,5,4,4
2628,703,4,4,3
2629,703,5,4,4
2630,703,3,5,4
2631,704,4,4,4
2632,704,3,4,4
2633,704,4,5,4
2634,704,4,4,4
2635,704,4,5,3
2636,704,4,4,4
2637,709,3,3,3
2638,709,4,4,4
2639,709,4,4,2
2640,709,4,3,3
2641,709,4,3,4
2642,709,5,3,4
2643,709,4,4,3
2644,710,5,5,5
2645,710,5,5,5
2646,710,5,5,5
2647,710,5,5,5
2648,710,5,5,5
2649,710,5,5,5
2650,711,4,4,3
2651,711,5,4,4
2652,711,5,4,3
2653,711,4,4,4
2654,711,5,5,5
2655,711,5,3,3
2656,711,4,4,4
2657,711,4,4,5
2658,711,3,4,4
2659,711,4,4,4
2660,711,2,5,4
2661,711,3,5,4
2662,711,4,4,4
2663,711,4,4,4
2664,712,4,4,3
2665,712,3,3,3
2666,712,4,4,3
2667,712,4,4,4
2668,714,3,4,3
2669,714,2,3,4
2670,714,3,4,3
2671,714,3,3,3
2672,714,2,4,3
2673,714,4,4,3
2674,717,3,5,5
2675,717,5,5,5
2676,717,5,5,5
2677,718,3,4,3
2678,718,4,4,3
2679,718,4,2,3
2680,718,3,3,3
2681,718,3,4,3
2682,718,2,3,4
2683,718,2,4,4
2684,720,3,3,3
2685,720,3,4,3
2686,720,4,4,3
2687,721,3,4,4
2688,721,3,3,4
2689,721,3,4,3
2690,721,3,3,3
2691,721,4,4,2
2692,721,3,3,4
2693,721,3,4,4
2694,721,3,4,4
2695,721,3,3,5
2696,721,3,4,4
2697,721,4,4,4
2698,721,5,4,3
2699,725,3,4,4
2700,725,2,3,4
2701,725,3,4,4
2702,725,4,3,2
2703,725,3,5,3
2704,725,3,3,3
2705,725,3,3,3
2706,725,4,4,4
2707,725,3,3,3
2708,726,5,5,4
2709,726,5,5,5
2710,726,5,5,4
2711,726,4,5,4
2712,726,4,4,4
2713,730,2,3,2
2714,730,2,1,2
2715,730,3,3,2
2716,730,2,3,3
2717,730,1,3,2
2718,734,1,2,2
2719,734,1,3,2
2720,734,2,2,2
2721,734,2,2,2
2722,734,2,2,3
2723,734,1,1,2
2724,734,2,3,2
2725,734,1,3,2
2726,734,3,3,1
2727,734,2,2,1
2728,734,2,2,2
2729,734,2,2,2
2730,734,1,2,1
2731,734,3,3,2
2732,736,3,3,4
2733,736,5,5,5
2734,736,5,3,4
2735,736,4,4,3
2736,736,4,3,4
2737,736,4,4,4
2738,736,3,4,4
2739,736,4,5,3
2740,736,3,4,4
2741,736,5,4,4
2742,736,4,2,3
2743,736,5,3,3
2744,736,3,4,4
2745,736,4,4,4
2746,739,2,3,3
2747,739,2,2,4
2748,739,3,3,4
2749,739,3,4,3
2750,739,4,5,3
2751,739,2,3,3
2752,739,4,4,3
2753,739,3,4,3
2754,739,3,4,2
2755,739,4,4,3
2756,739,4,3,4
2757,739,3,4,2
2758,739,3,3,3
2759,739,4,3,3
2760,744,4,4,4
2761,744,5,5,3
2762,744,5,5,5
2763,744,4,5,5
2764,744,4,5,5
2765,744,4,5,4
2766,747,3,3,3
2767,747,2,3,4
2768,747,2,3,3
2769,747,4,2,3
2770,747,2,4,4
2771,747,2,3,3
2772,749,2,3,1
2773,749,3,1,2
2774,749,3,3,2
2775,749,4,4,2
2776,749,3,1,3
2777,749,3,3,2
2778,749,2,3,2
2779,749,2,2,3
2780,751,3,4,3
2781,751,4,3,3
2782,751,3,3,4
2783,751,3,3,4
2784,751,4,3,3
2785,751,3,3,3
2786,751,3,4,2
2787,751,2,4,4
2788,752,3,3,4
2789,752,3,3,3
2790,752,4,3,3
2791,754,4,5,5
2792,754,5,4,5
2793,754,5,5,4
2794,754,5,5,5
2795,754,5,4,4
2796,754,5,5,5
2797,754,5,5,4
2798,754,5,5,4
2799,755,3,4,4
2800,755,4,5,4
2801,755,4,4,4
2802,755,5,5,5
2803,755,4,3,5
2804,755,4,4,4
2805,755,3,5,4
2806,755,4,5,4
2807,755,4,4,4
2808,755,3,5,4
2809,755,4,4,5
2810,755,5,4,4
2811,756,3,4,4
2812,756,5,3,5
2813,756,4,3,3
2814,756,4,4,3
2815,756,3,5,4
2816,759,2,4,3
2817,759,4,3,3
2818,759,3,4,3
2819,759,4,4,3
2820,759,3,4,5
2821,759,4,4,4
2822,759,3,3,4
2823,759,4,4,4
2824,759,3,4,4
2825,759,3,4,4
2826,760,2,4,3
2827,760,2,4,3
2828,760,3,2,4
2829,760,3,4,3
2830,760,4,2,2
2831,760,3,3,3
2832,760,4,3,3
2833,760,4,3,3
2834,760,3,3,3
2835,760,4,3,3
2836,760,3,3,4
2837,760,2,3,3
2838,761,1,3,2
2839,761,2,3,2
2840,761,3,3,3
2841,764,4,5,4
2842,764,4,4,4
2843,764,5,4,3
2844,764,4,5,4
2845,764,4,5,5
2846,764,3,5,4
2847,764,3,4,4
2848,764,3,4,4
2849,764,4,4,5
2850,764,4,3,4
2851,764,4,5,4
2852,764,4,4,3
2853,765,4,4,3
2854,765,5,4,3
2855,765,4,4,3
2856,765,4,3,3
2857,765,3,3,3
2858,765,3,3,3
2859,765,2,3,4
2860,765,4,3,4
2861,765,2,3,4
2862,765,4,3,3
2863,765,3,3,3
2864,765,3,3,4
2865,765,4,4,4
2866,766,5,4,4
2867,766,5,4,4
2868,766,2,3,3
2869,766,4,4,4
2870,766,2,3,4
2871,766,3,5,3
2872,766,3,4,5
2873,766,3,3,3
2874,766,4,4,3
2875,768,3,5,5
2876,768,5,5,5
2877,768,5,5,5
2878,768,4,5,5
2879,768,4,5,5
2880,768,5,5,5
2881,768,5,5,5
2882,768,5,5,5
2883,768,5,4,5
2884,768,5,5,5
2885,768,5,5,5
2886,768,5,5,5
2887,768,5,5,5
2888,770,4,4,5
2889,770,4,4,5
2890,770,5,5,4
2891,772,4,4,4
2892,772,4,5,5
2893,772,5,5,5
2894,772,5,5,5
2895,772,5,4,5
2896,773,4,5,5
2897,773,4,4,5
2898,773,5,5,4
2899,773,5,4,5
2900,773,4,5,4
2901,773,5,4,4
2902,775,2,3,3
2903,775,2,3,3
2904,775,3,4,3
2905,775,3,3,3
2906,775,2,4,3
2907,775,4,4,3
2908,776,4,4,4
2909,776,4,4,4
2910,776,4,4,4
2911,776,5,4,5
2912,776,5,4,4
2913,777,3,3,2
2914,777,3,3,3
2915,777,2,3,4
2916,777,1,1,2
2917,777,3,2,3
2918,777,2,2,3
2919,777,2,4,2
2920,777,4,1,3
2921,777,2,3,3
2922,777,4,3,3
2923,778,3,4,3
2924,778,4,4,4
2925,778,3,3,4
2926,778,3,2,4
2927,778,4,3,3
2928,778,4,2,3
2929,778,2,4,3
2930,778,2,3,4
2931,778,2,3,3
2932,779,3,1,3
2933,779,2,3,3
2934,779,2,3,3
2935,779,3,4,3
2936,779,2,3,4
2937,779,2,2,3
2938,779,1,3,3
2939,779,3,3,2
2940,779,2,3,2
2941,779,3,3,2
2942,779,3,2,2
2943,779,2,2,3
2944,779,3,2,3
2945,781,4,4,3
2946,781,4,4,4
2947,781,4,5,4
2948,781,4,4,3
2949,781,3,3,4
2950,781,4,4,3
2951,781,5,4,3
2952,782,4,3,3
2953,782,4,3,3
2954,782,4,4,4
2955,782,4,4,3
2956,782,3,3,3
2957,782,4,4,4
2958,782,4,3,3
2959,782,4,1,4
2960,782,3,4,2
2961,782,3,4,3
2962,782,3,4,3
2963,782,2,3,3
2964,784,4,5,4
2965,784,5,4,4
2966,784,4,5,4
2967,784,4,5,4
2968,784,5,4,4
2969,784,4,5,5
2970,784,4,5,4
2971,784,4,4,4
2972,784,5,4,4
2973,784,5,4,4
2974,784,4,5,5
2975,784,5,4,4
2976,784,3,4,5
2977,784,5,4,3
2978,786,3,2,3
2979,786,3,3,2
2980,786,3,2,3
2981,786,3,3,3
2982,786,3,3,2
2983,786,4,3,3
2984,786,3,3,3
2985,786,3,3,3
2986,786,2,3,2
2987,786,3,4,3
2988,786,3,3,2
2989,786,2,2,2
2990,786,2,3,3
2991,789,4,4,3
2992,789,3,4,3
2993,789,2,3,3
2994,789,4,3,4
2995,789,3,4,4
2996,789,4,3,4
2997,789,3,4,3
2998,789,3,4,3
2999,794,5,5,5
3000,794,4,4,3
3001,794,4,5,5
3002,794,5,4,4
3003,795,2,4,3
3004,795,3,4,2
3005,795,4,4,3
3006,795,4,4,4
3007,795,3,4,3
3008,795,3,4,3
3009,795,3,4,3
3010,795,3,3,4
3011,795,4,5,3
3012,795,3,4,4
3013,795,3,3,3
3014,795,4,5,3
3015,795,4,4,4
3016,795,4,5,3
3017,797,3,4,4
3018,797,3,3,3
3019,797,3,3,3
3020,797,3,3,3
3021,797,3,3,3
3022,797,2,3,2
3023,797,3,3,3
3024,797,3,4,2
3025,797,4,4,3
3026,797,2,3,2
3027,798,3,4,3
3028,798,5,4,4
3029,798,3,4,5
3030,798,4,5,3
3031,798,4,4,4
3032,798,3,4,3
3033,798,4,3,4
3034,798,5,5,4
3035,798,5,5,4
3036,798,4,5,5
3037,798,5,5,4
3038,798,4,5,4
3039,800,2,3,3
3040,800,3,2,3
3041,800,4,4,3
3042,800,3,3,4
3043,800,3,4,2
3044,800,3,3,3
3045,800,2,3,3
3046,800,2,3,3
3047,800,3,3,3
3048,800,2,4,4
3049,800,3,4,3
3050,800,2,3,2
3051,800,3,3,2
3052,800,3,3,4
3053,801,3,3,3
3054,801,4,3,3
3055,801,2,4,3
3056,801,3,3,3
3057,801,3,3,3
3058,801,3,3,3
3059,801,4,3,3
3060,801,3,4,2
3061,801,4,2,3
3062,801,3,2,3
3063,806,4,5,5
3064,806,4,5,4
3065,806,5,5,4
3066,806,4,5,5
3067,806,5,5,4
3068,806,4,5,4
3069,806,5,5,4
3070,806,5,5,4
3071,806,4,5,5
3072,806,5,5,5
3073,806,5,4,4
3074,806,4,5,4
3075,806,5,4,5
3076,806,4,4,5
3077,806,4,5,5
3078,807,5,4,4
3079,807,4,5,3
3080,807,3,4,5
3081,807,5,3,4
3082,807,2,4,4
3083,807,3,4,4
3084,807,3,5,4
3085,807,4,4,4
3086,807,4,3,3
3087,807,4,4,4
3088,807,4,3,4
3089,807,4,4,3
3090,808,4,4,4
3091,808,2,3,3
3092,808,2,3,3
3093,808,3,3,3
3094,811,4,3,3
3095,811,3,4,3
3096,811,3,4,3
3097,811,2,3,4
3098,811,3,3,3
3099,811,2,2,3
3100,811,3,3,3
3101,811,2,3,4
3102,811,3,3,3
3103,811,3,4,2
3104,811,3,4,4
3105,811,3,3,3
3106,812,4,3,3
3107,812,5,2,3
3108,812,4,3,3
3109,815,4,5,5
3110,815,5,4,4
3111,815,5,5,4
3112,815,5,5,4
3113,815,5,5,5
3114,815,3,3,5
3115,815,4,5,5
3116,815,4,3,4
3117,817,4,4,3
3118,817,4,3,3
3119,817,4,3,2
3120,817,3,4,2
3121,817,3,3,2
3122,817,3,3,4
3123,817,3,3,3
3124,817,3,3,3
3125,818,4,4,4
3126,818,4,4,4
3127,818,3,4,3
3128,818,3,3,3
3129,820,4,4,3
3130,820,5,4,5
3131,820,3,4,3
3132,820,4,4,4
3133,820,4,4,4
3134,820,3,4,4
3135,820,3,4,4
3136,820,5,5,4
3137,820,4,3,5
3138,820,5,4,4
3139,820,5,5,4
3140,820,3,4,4
3141,820,4,4,5
3142,821,4,4,3
3143,821,4,5,4
3144,821,4,4,4
3145,821,3,5,4
3146,821,3,3,4
3147,821,4,4,4
3148,821,3,4,4
3149,821,3,4,3
3150,821,4,5,4
3151,821,5,3,5
3152,821,5,5,5
3153,821,3,4,4
3154,821,3,4,4
3155,821,5,4,4
3156,821,4,4,4
3157,822,4,4,3
3158,822,4,3,4
3159,822,4,5,5
3160,822,5,3,4
3161,822,4,5,3
3162,822,4,4,4
3163,823,4,4,4
3164,823,3,3,4
3165,823,3,3,3
3166,823,3,4,4
3167,823,4,3,3
3168,823,4,4,2
3169,823,3,3,3
3170,823,3,4,4
3171,823,4,3,4
3172,823,2,4,4
3173,824,3,2,3
3174,824,5,3,3
3175,824,4,4,4
3176,824,3,4,4
3177,824,4,4,4
3178,824,3,4,3
3179,824,4,3,3
3180,824,3,3,3
3181,824,2,4,3
3182,824,3,3,4
3183,824,3,4,4
3184,824,4,3,3
3185,825,4,5,4
3186,825,3,3,4
3187,825,3,4,4
3188,825,3,4,4
3189,825,4,4,3
3190,825,3,4,4
3191,825,2,4,4
3192,825,4,4,4
3193,825,4,3,4
3194,825,3,4,4
3195,827,4,5,5
3196,827,5,5,5
3197,827,4,5,5
3198,827,4,5,3
3199,828,4,5,4
3200,828,5,5,4
3201,828,5,4,5
3202,828,4,4,4
3203,828,3,3,5
3204,828,5,5,4
3205,828,3,5,3
3206,828,4,4,3
3207,828,4,4,5
3208,830,3,3,4
3209,830,4,3,4
3210,830,3,3,4
3211,830,3,3,4
3212,830,4,4,3
3213,830,3,4,3
3214,830,4,3,4
3215,830,3,3,3
3216,830,4,4,3
3217,830,3,4,3
3218,830,4,3,3
3219,834,4,4,4
3220,834,5,4,4
3221,834,4,4,5
3222,834,3,5,4
3223,834,4,4,5
3224,834,3,4,5
3225,834,4,5,4
3226,834,5,5,4
3227,834,4,4,4
3228,834,4,4,4
3229,834,4,4,4
3230,834,2,5,5
3231,834,3,4,4
3232,834,4,5,3
3233,837,3,3,2
3234,837,2,3,3
3235,837,2,3,3
3236,837,3,3,2
3237,837,2,3,3
3238,837,3,4,2
3239,837,3,4,2
3240,837,3,2,3
3241,837,2,3,3
3242,837,2,3,2
3243,839,3,3,3
3244,839,3,3,4
3245,839,4,4,3
3246,839,3,5,3
3247,839,3,3,2
3248,839,2,4,3
3249,839,4,4,4
3250,839,4,4,3
3251,839,3,4,3
3252,839,3,3,4
3253,839,4,4,3
3254,839,3,4,4
3255,839,3,3,4
3256,842,4,5,4
3257,842,4,5,4
3258,842,4,5,4
3259,842,2,4,4
3260,842,5,4,5
3261,842,3,3,4
3262,842,5,5,4
3263,842,4,3,4
3264,842,5,4,4
3265,842,4,4,4
3266,842,5,4,4
3267,845,3,4,3
3268,845,4,4,4
3269,845,5,5,4
3270,845,4,5,5
3271,845,4,4,4
3272,845,3,4,5
3273,845,4,4,5
3274,845,4,3,4
3275,845,4,5,4
3276,845,5,4,4
3277,845,5,4,4
3278,845,3,4,5
3279,846,3,3,3
3280,846,3,3,4
3281,846,3,3,3
3282,846,3,3,3
3283,846,3,4,2
3284,847,4,4,3
3285,847,4,4,4
3286,847,4,5,4
3287,847,4,5,4
3288,847,4,5,5
3289,847,5,5,4
3290,848,4,4,4
3291,848,3,4,4
3292,848,4,4,3
3293,848,4,3,4
3294,848,4,4,5
3295,848,4,4,3
3296,848,4,5,3
3297,848,3,4,4
3298,848,4,5,3
3299,848,3,4,4
3300,850,3,2,3
3301,850,3,4,3
3302,850,3,3,3
3303,850,3,2,3
3304,850,3,3,3
3305,850,3,4,3
3306,850,4,3,3
3307,850,2,3,3
3308,850,3,5,3
3309,850,3,4,4
3310,850,3,3,4
3311,850,3,4,3
3312,850,3,3,3
3313,850,5,3,3
3314,851,4,4,3
3315,851,3,4,4
3316,851,3,4,3
3317,851,3,4,4
3318,851,4,4,4
3319,851,3,3,3
3320,851,3,4,3
3321,851,4,4,3
3322,851,4,3,3
3323,851,2,4,3
3324,851,4,3,3
3325,851,4,4,4
3326,851,3,4,4
3327,851,2,4,4
3328,852,3,2,2
3329,852,3,3,2
3330,852,3,3,1
3331,852,3,2,2
3332,852,4,3,2
3333,852,2,3,3
3334,852,2,3,2
3335,852,3,3,2
3336,852,2,2,1
3337,852,2,2,3
3338,852,1,2,2
3339,856,4,4,4
3340,856,3,4,3
3341,856,4,4,4
3342,856,5,3,3
3343,856,3,4,5
3344,856,4,4,3
3345,856,4,4,3
3346,856,3,4,4
3347,856,3,5,3
3348,856,3,5,3
3349,856,3,3,4
3350,857,4,3,4
3351,857,2,4,3
3352,857,3,4,3
3353,858,4,5,4
3354,858,4,4,5
3355,858,4,4,3
3356,858,4,5,3
3357,858,4,4,5
3358,858,3,4,4
3359,858,5,4,5
3360,858,5,5,4
3361,859,5,5,5
3362,859,5,5,5
3363,859,5,5,5
3364,859,5,5,5
3365,859,5,5,5
3366,859,5,5,5
3367,859,5,5,5
3368,866,2,1,2
3369,866,2,2,3
3370,866,1,2,2
3371,866,2,2,3
3372,866,1,2,2
3373,866,2,3,2
3374,866,1,2,2
3375,866,2,2,2
3376,866,2,3,1
3377,866,2,2,2
3378,866,2,2,1
3379,866,2,2,3
3380,866,2,2,2
3381,866,2,2,2
3382,866,1,2,2
3383,867,2,2,2
3384,867,2,3,2
3385,867,3,4,3
3386,867,3,2,2
3387,867,3,2,2
3388,868,5,5,5
3389,868,5,5,5
3390,868,4,5,5
3391,868,5,5,5
3392,871,2,3,3
3393,871,3,3,3
3394,871,2,3,4
3395,871,3,4,4
3396,871,5,4,3
3397,871,5,4,3
3398,871,3,5,3
3399,871,4,4,3
3400,874,3,5,4
3401,874,4,4,4
3402,874,4,5,4
3403,874,5,5,5
3404,874,4,4,5
3405,874,4,4,4
3406,878,3,3,2
3407,878,4,4,2
3408,878,4,3,3
3409,879,5,5,4
3410,879,5,4,4
3411,879,4,5,4
3412,879,5,5,4
3413,879,4,5,4
3414,879,3,3,4
3415,879,4,4,4
3416,879,3,3,3
3417,879,5,4,4
3418,879,5,4,4
3419,881,3,3,2
3420,881,4,3,3
3421,881,3,3,2
3422,881,2,2,2
3423,881,5,3,2
3424,881,2,3,3
3425,881,4,3,3
3426,882,4,4,4
3427,882,4,5,4
3428,882,5,5,4
3429,884,3,3,3
3430,884,5,3,4
3431,884,3,3,4
3432,884,2,4,4
3433,884,3,2,4
3434,884,3,3,3
3435,890,3,3,3
3436,890,4,3,5
3437,890,4,4,3
3438,890,4,4,4
3439,890,4,4,3
3440,890,4,4,4
3441,892,4,4,4
3442,892,3,3,3
3443,892,4,2,3
3444,892,2,3,3
3445,892,2,3,3
3446,892,2,3,2
3447,892,3,2,4
3448,892,3,3,4
3449,892,3,3,2
3450,892,3,2,2
3451,892,4,3,2
3452,892,2,3,2
3453,892,3,3,3
3454,892,4,3,3
3455,893,4,4,4
3456,893,3,4,4
3457,893,5,4,5
3458,893,5,3,4
3459,893,4,3,4
3460,893,5,3,4
3461,893,3,5,4
3462,893,3,3,4
3463,893,5,4,4
3464,893,4,4,4
3465,894,4,5,5
3466,894,5,5,5
3467,894,4,5,4
3468,894,5,4,5
3469,894,4,5,5
3470,894,5,5,4
3471,894,5,5,5
3472,896,4,3,3
3473,896,3,3,3
3474,896,4,4,2
3475,896,4,4,2
3476,896,2,2,3
3477,896,4,4,3
3478,896,4,3,4
3479,898,1,3,2
3480,898,3,2,2
3481,898,1,3,2
3482,898,1,2,2
3483,898,2,2,2
3484,898,3,3,2
3485,898,1,3,2
3486,898,2,2,2
3487,898,3,1,2
3488,898,1,3,1
3489,898,1,1,2
3490,898,2,2,1
3491,898,1,2,2
3492,898,2,1,1
3493,900,3,4,3
3494,900,2,3,4
3495,900,4,4,3
3496,900,3,4,3
3497,900,3,4,3
3498,900,3,3,3
3499,900,2,4,3
3500,900,3,3,4
3501,900,4,2,2
3502,900,4,4,4
3503,902,5,5,5
3504,902,5,5,5
3505,902,4,4,5
3506,902,5,5,5
3507,902,5,5,5
3508,902,5,5,5
3509,902,4,5,5
3510,902,5,5,5
3511,902,5,5,5
3512,902,5,5,5
3513,907,3,3,2
3514,907,2,3,3
3515,907,3,4,3
3516,907,2,3,2
3517,907,4,2,2
3518,909,5,5,4
3519,909,4,5,5
3520,909,5,5,5
3521,909,5,5,5
3522,909,5,5,5
3523,909,5,4,5
3524,909,5,5,5
3525,909,5,5,4
3526,909,5,4,5
3527,909,5,5,5
3528,909,5,5,5
3529,909,4,4,4
3530,909,4,5,5
3531,914,2,2,1
3532,914,3,3,2
3533,914,1,2,3
3534,914,2,2,2
3535,914,2,3,2
3536,914,2,2,2
3537,914,2,2,2
3538,914,3,2,2
3539,914,3,2,1
3540,915,5,5,5
3541,915,4,4,5
3542,915,5,4,5
3543,915,4,4,5
3544,915,4,4,4
3545,915,5,5,5
3546,915,4,5,4
3547,915,5,5,5
3548,915,5,5,4
3549,915,5,5,5
3550,915,5,5,5
3551,915,5,5,5
3552,915,5,5,4
3553,915,5,5,4
3554,915,5,5,5
3555,917,2,3,4
3556,917,3,4,3
3557,917,5,3,3
3558,917,3,3,3
3559,917,2,5,4
3560,917,3,3,3
3561,917,4,3,3
3562,917,4,3,4
3563,917,2,3,4
3564,917,4,4,3
3565,917,5,2,4
3566,929,4,5,4
3567,929,5,5,4
3568,929,4,3,5
3569,929,5,5,5
3570,929,4,5,4
3571,931,4,4,3
3572,931,3,3,4
3573,931,3,3,3
3574,931,2,4,5
3575,931,2,2,4
3576,931,3,4,4
3577,931,3,4,3
3578,931,3,3,4
3579,931,3,3,3
3580,931,1,4,3
3581,931,4,3,3
3582,931,3,4,3
3583,931,2,3,5
3584,931,3,3,3
3585,931,3,4,3
3586,935,3,4,3
3587,935,1,4,2
3588,935,3,4,3
3589,935,4,2,3
3590,935,4,3,3
3591,935,3,4,4
3592,935,3,4,3
3593,935,4,4,3
3594,935,4,4,3
3595,935,3,3,4
3596,935,4,4,3
3597,935,3,4,3
3598,935,4,3,3
3599,935,5,3,3
3600,935,4,3,3
3601,938,3,3,2
3602,938,3,2,2
3603,938,1,3,2
3604,938,4,4,3
3605,941,2,2,2
3606,941,3,2,2
3607,941,3,2,2
3608,941,2,4,2
3609,941,2,3,2
3610,941,3,3,3
3611,941,4,3,2
3612,941,3,2,2
3613,941,2,3,3
3614,941,3,3,1
3615,941,2,2,3
3616,942,2,3,3
3617,942,3,4,4
3618,942,3,4,3
3619,942,1,4,3
3620,942,4,3,3
3621,943,4,4,5
3622,943,3,4,5
3623,943,4,5,4
3624,943,3,5,4
3625,943,4,4,3
3626,943,4,4,5
3627,943,5,5,4
3628,943,4,3,3
3629,943,4,5,4
3630,943,4,4,5
3631,943,4,5,5
3632,943,3,4,4
3633,943,4,5,4
3634,943,5,5,5
3635,943,5,5,4
3636,944,4,4,3
3637,944,3,4,2
3638,944,4,5,4
3639,944,3,4,4
3640,944,4,4,4
3641,944,5,4,4
3642,944,4,4,4
3643,944,4,4,4
3644,944,5,4,5
3645,944,5,4,4
3646,944,4,3,4
3647,944,3,5,3
3648,944,4,4,4
3649,944,4,3,3
3650,944,4,5,4
3651,948,3,3,4
3652,948,4,4,4
3653,948,2,4,4
3654,948,4,5,4
3655,948,3,4,4
3656,948,4,4,4
3657,949,2,2,2
3658,949,1,1,1
3659,949,1,2,1
3660,949,1,2,1
3661,951,3,3,3
3662,951,2,2,3
3663,951,1,4,3
3664,951,3,4,4
3665,951,3,2,3
3666,951,3,4,2
3667,951,5,3,4
3668,951,3,4,3
3669,951,3,4,4
3670,952,3,3,2
3671,952,2,3,2
3672,952,2,3,3
3673,952,1,3,2
3674,952,2,2,2
3675,952,3,2,2
3676,952,4,2,2
3677,952,3,3,3
3678,952,4,2,3
3679,952,1,3,2
3680,952,2,3,2
3681,952,2,2,2
3682,952,2,3,2
3683,952,2,3,2
3684,953,3,4,4
3685,953,2,4,3
3686,953,4,3,4
3687,953,2,3,3
3688,956,3,4,3
3689,956,4,4,4
3690,956,3,5,3
3691,956,4,4,4
3692,956,5,3,3
3693,956,3,2,4
3694,956,3,4,4
3695,956,4,4,4
3696,956,3,3,4
3697,956,4,3,4
3698,956,4,3,3
3699,956,3,4,3
3700,956,2,4,3
3701,957,4,4,3
3702,957,4,4,5
3703,957,4,4,3
3704,957,3,4,4
3705,957,4,5,4
3706,961,5,5,4
3707,961,3,3,4
3708,961,4,5,3
3709,961,4,3,4
3710,961,3,5,4
3711,961,3,3,4
3712,962,3,3,2
3713,962,1,2,1
3714,962,2,3,2
3715,962,3,2,3
3716,962,3,3,2
3717,962,2,2,3
3718,962,2,3,2
3719,962,1,2,3
3720,962,1,3,2
3721,962,3,3,3
3722,962,3,3,3
3723,962,3,3,3
3724,964,5,5,5
3725,964,5,5,5
3726,964,5,5,5
3727,964,5,5,5
3728,964,5,5,5
3729,964,5,5,5
3730,964,5,5,5
3731,964,5,5,5
3732,966,2,3,3
3733,966,3,3,2
3734,966,3,2,2
3735,966,2,3,3
3736,966,2,3,3
3737,966,2,2,3
3738,966,4,2,3
3739,966,2,3,4
3740,966,2,3,2
3741,966,3,2,2
3742,966,4,4,3
3743,966,2,3,3
3744,966,3,3,2
3745,966,1,2,3
3746,966,2,2,2
3747,967,2,3,2
3748,967,3,3,2
3749,967,2,4,3
3750,967,3,2,3
3751,967,3,3,3
3752,967,2,3,2
3753,969,5,4,4
3754,969,4,5,3
3755,969,4,3,4
3756,969,4,3,3
3757,969,4,3,4
3758,969,5,3,4
3759,969,4,4,4
3760,969,4,4,4
3761,969,3,4,3
3762,969,3,4,3
3763,969,4,3,4
3764,969,4,4,3
3765,969,4,5,3
3766,969,4,5,4
3767,969,3,4,4
3768,970,3,3,2
3769,970,2,1,2
3770,970,2,2,2
3771,970,2,2,1
3772,971,5,4,4
3773,971,4,5,4
3774,971,4,4,4
3775,971,4,4,4
3776,971,3,5,4
3777,971,5,4,4
3778,971,5,4,4
3779,971,3,4,4
3780,971,3,5,4
3781,971,4,4,4
3782,972,4,5,3
3783,972,5,5,4
3784,972,5,5,5
3785,972,3,4,4
3786,972,4,5,4
3787,972,5,5,4
3788,972,4,3,5
3789,972,5,4,4
3790,972,4,4,4
3791,972,4,4,4
3792,974,2,3,2
3793,974,2,4,4
3794,974,2,2,3
3795,974,3,4,2
3796,974,2,3,3
3797,974,3,3,3
3798,977,2,3,3
3799,977,4,2,3
3800,977,2,3,4
3801,977,5,4,3
3802,977,4,2,3
3803,977,2,3,3
3804,977,4,3,2
3805,977,4,4,4
3806,977,3,3,3
3807,981,3,3,3
3808,981,3,4,3
3809,981,3,3,4
3810,981,3,3,2
3811,981,2,3,3
3812,981,3,4,4
3813,981,4,2,3
3814,981,4,4,4
3815,982,4,4,4
3816,982,3,4,4
3817,982,3,5,3
3818,982,4,5,2
3819,982,4,5,4
3820,982,5,4,3
3821,982,4,4,4
3822,982,3,3,5
3823,982,4,4,4
3824,982,4,5,4
3825,983,3,5,3
3826,983,3,3,4
3827,983,4,3,2
3828,983,5,4,4
3829,983,4,3,3
3830,983,5,3,4
3831,983,4,3,4
3832,983,3,4,3
3833,983,4,3,3
3834,983,3,4,3
3835,984,5,4,5
3836,984,5,5,5
3837,984,4,5,5
3838,984,5,5,5
3839,984,5,5,5
3840,984,5,5,4
3841,984,5,5,4
3842,984,5,5,5
3843,984,4,5,5
3844,984,5,5,5
3845,984,5,5,4
3846,984,4,5,5
3847,988,3,4,4
3848,988,3,4,3
3849,988,4,4,3
3850,988,3,3,4
3851,988,3,3,3
3852,988,4,3,4
3853,988,3,3,3
3854,989,2,1,2
3855,989,1,3,2
3856,989,1,3,2
3857,989,1,1,3
3858,989,2,3,3
3859,989,1,2,2
3860,989,2,3,1
3861,989,2,2,2
3862,989,1,2,2
3863,989,1,3,1
3864,991,4,3,4
3865,991,3,4,4
3866,991,4,4,4
3867,991,4,3,5
3868,991,5,3,3
3869,991,3,4,4
3870,994,3,4,4
3871,994,4,5,3
3872,994,4,4,4
3873,994,3,4,3
3874,994,3,5,4
3875,994,4,4,5
3876,994,4,4,4
3877,994,4,4,4
3878,994,4,4,4
3879,994,3,3,4
3880,994,4,4,4
3881,994,4,4,4
3882,994,5,4,4
3883,996,3,4,4
3884,996,4,2,3
3885,996,4,4,2
3886,996,4,4,4
3887,996,4,4,2
3888,996,4,4,2
3889,996,3,3,2
3890,996,2,2,4
3891,996,3,3,3
3892,996,3,3,3
3893,996,4,3,4
3894,996,4,4,3
